event_name,days_since_onsale,daily_tickets,tier,day_of_week,giveaway,theme
CAV25_25_0221 - Cavaliers vs. New York Knicks,129.0,14,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,131.0,2,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,132.0,1,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,133.0,4,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,134.0,2,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,135.0,4,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,136.0,5,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,137.0,10,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,138.0,2,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,139.0,22,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,140.0,3,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,141.0,10,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,143.0,2,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,144.0,8,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,145.0,43,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,146.0,30,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,147.0,34,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,148.0,40,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,149.0,14,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,150.0,12,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,151.0,13,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,152.0,12,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,153.0,37,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,154.0,13,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,155.0,38,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,156.0,33,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,157.0,39,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,158.0,29,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,159.0,17,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,160.0,21,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,161.0,10,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,162.0,19,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,163.0,15,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,164.0,26,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,165.0,29,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,166.0,30,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,167.0,55,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,168.0,35,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,169.0,35,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,170.0,14,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,171.0,7,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,172.0,10,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,173.0,26,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,174.0,23,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,175.0,30,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,176.0,12,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,177.0,9,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,178.0,6,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,179.0,16,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,180.0,24,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,181.0,27,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,182.0,44,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks,183.0,197,Tier A,Friday,nan,Black Heritage Celebration
CAV25_25_0221 - Cavaliers vs. New York Knicks Total,,1942,,,,
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,-2.0,5,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,0.0,2,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,5.0,1,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,8.0,6,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,11.0,3,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,12.0,1,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,13.0,2,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,28.0,4,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,31.0,2,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,34.0,5,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,39.0,1,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,40.0,5,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,47.0,1,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,55.0,1,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,57.0,4,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,62.0,8,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,64.0,1,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,65.0,3,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,66.0,1,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,69.0,2,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,73.0,11,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,77.0,4,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,79.0,2,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,80.0,7,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,81.0,8,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,82.0,2,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,84.0,9,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,85.0,4,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,86.0,11,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,87.0,4,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,88.0,4,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,89.0,4,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,90.0,5,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,92.0,6,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,93.0,6,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,94.0,6,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,95.0,7,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,96.0,3,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,97.0,55,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,98.0,58,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,99.0,68,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,100.0,27,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,101.0,20,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,102.0,54,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,103.0,27,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,104.0,7,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,105.0,7,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,106.0,3,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,107.0,3,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,108.0,11,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,109.0,14,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,111.0,14,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,112.0,2,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,113.0,7,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,114.0,7,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,115.0,5,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,116.0,7,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,117.0,4,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,118.0,12,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,119.0,3,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,120.0,14,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,121.0,13,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,122.0,13,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,123.0,4,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,124.0,31,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,125.0,14,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,126.0,4,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,127.0,8,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,128.0,6,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,129.0,2,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,130.0,4,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,132.0,2,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,133.0,7,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,135.0,10,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,137.0,7,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,138.0,2,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,139.0,25,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,140.0,20,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,141.0,14,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,143.0,3,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,144.0,8,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,145.0,21,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,146.0,6,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,147.0,14,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,148.0,15,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,149.0,3,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,150.0,6,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,151.0,12,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,152.0,8,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,153.0,11,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,154.0,16,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,155.0,8,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,156.0,16,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,157.0,18,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,158.0,12,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,159.0,28,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,160.0,5,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,161.0,18,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,162.0,9,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,163.0,10,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,164.0,19,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,165.0,9,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,166.0,14,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,167.0,21,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,168.0,30,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,169.0,32,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,170.0,9,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,171.0,12,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,172.0,29,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,173.0,43,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,174.0,36,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,175.0,30,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,176.0,25,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,177.0,24,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,178.0,22,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,179.0,35,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,180.0,26,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,181.0,40,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,182.0,27,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,183.0,68,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,184.0,84,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies,185.0,257,Tier C,Sunday,nan,Black Heritage Celebration
CAV25_25_0223 - Cavaliers vs. Memphis Grizzlies Total,,1915,,,,
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,-2.0,8,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,-1.0,3,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,0.0,8,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,1.0,3,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,6.0,4,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,7.0,4,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,9.0,3,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,17.0,2,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,20.0,9,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,29.0,1,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,31.0,3,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,32.0,2,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,35.0,1,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,40.0,1,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,42.0,5,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,45.0,5,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,56.0,2,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,63.0,2,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,64.0,1,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,66.0,3,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,70.0,9,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,71.0,6,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,72.0,5,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,73.0,14,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,74.0,7,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,75.0,24,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,76.0,7,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,77.0,14,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,78.0,6,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,79.0,10,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,80.0,24,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,81.0,17,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,82.0,15,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,83.0,19,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,84.0,13,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,85.0,15,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,86.0,25,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,87.0,17,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,88.0,28,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,89.0,19,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,90.0,18,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,91.0,27,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,92.0,54,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,93.0,20,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,94.0,24,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,95.0,42,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,96.0,41,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
CAV25_25_0302 - Cavaliers vs. Portland Trail Blazers,97.0,15,Tier D,Sunday,Nick Gilbert Bobblehead,Bow Tie Night
